load Latte-XL/2 /root/viewdit/weights/Latte/ffs.pt steps 50 ddim
Using Ema!
/root/miniconda3/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/root/miniconda3/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=AlexNet_Weights.IMAGENET1K_V1`. You can also use `weights=AlexNet_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
seed 12 B1_T1@10 relL2=0.4141 lpips=0.1164 ffe=10.00
seed 12 C_p1.0_w0.25@10 relL2=0.4106 lpips=0.1153 ffe=10.00
seed 12 C_p1.0_w0.5@10 relL2=0.4124 lpips=0.1213 ffe=10.00
seed 12 C_p1.0_w0.75@10 relL2=0.4298 lpips=0.1447 ffe=10.00
seed 12 C_p1.25_w0.25@10 relL2=0.4057 lpips=0.1178 ffe=10.00
seed 12 C_p1.25_w0.5@10 relL2=0.4231 lpips=0.1281 ffe=10.00
seed 12 C_p1.25_w0.75@10 relL2=0.4397 lpips=0.1577 ffe=10.00
seed 12 C_T1+SC1.25@10 relL2=0.4091 lpips=0.1229 ffe=10.00
seed 12 B1_T1@15 relL2=0.2826 lpips=0.0639 ffe=15.00
seed 12 C_p1.0_w0.25@15 relL2=0.2539 lpips=0.0519 ffe=15.00
seed 12 C_p1.0_w0.5@15 relL2=0.1624 lpips=0.0330 ffe=15.00
seed 12 C_p1.0_w0.75@15 relL2=0.1213 lpips=0.0186 ffe=15.00
seed 12 C_p1.25_w0.25@15 relL2=0.2598 lpips=0.0542 ffe=15.00
seed 12 C_p1.25_w0.5@15 relL2=0.1832 lpips=0.0368 ffe=15.00
seed 12 C_p1.25_w0.75@15 relL2=0.1259 lpips=0.0206 ffe=15.00
seed 12 C_T1+SC1.25@15 relL2=0.2918 lpips=0.0672 ffe=15.00
seed 12 B1_T1@20 relL2=0.1922 lpips=0.0291 ffe=20.00
seed 12 C_p1.0_w0.25@20 relL2=0.1729 lpips=0.0201 ffe=20.00
seed 12 C_p1.0_w0.5@20 relL2=0.1596 lpips=0.0150 ffe=20.00
seed 12 C_p1.0_w0.75@20 relL2=0.1565 lpips=0.0221 ffe=20.00
seed 12 C_p1.25_w0.25@20 relL2=0.1669 lpips=0.0233 ffe=20.00
seed 12 C_p1.25_w0.5@20 relL2=0.1418 lpips=0.0133 ffe=20.00
seed 12 C_p1.25_w0.75@20 relL2=0.1223 lpips=0.0091 ffe=20.00
seed 12 C_T1+SC1.25@20 relL2=0.2062 lpips=0.0380 ffe=20.00
seed 13 B1_T1@10 relL2=0.6968 lpips=0.2572 ffe=10.00
seed 13 C_p1.0_w0.25@10 relL2=0.5574 lpips=0.1605 ffe=10.00
seed 13 C_p1.0_w0.5@10 relL2=0.5029 lpips=0.1238 ffe=10.00
seed 13 C_p1.0_w0.75@10 relL2=0.4893 lpips=0.1379 ffe=10.00
seed 13 C_p1.25_w0.25@10 relL2=0.7134 lpips=0.2772 ffe=10.00
seed 13 C_p1.25_w0.5@10 relL2=0.6517 lpips=0.2384 ffe=10.00
seed 13 C_p1.25_w0.75@10 relL2=0.6100 lpips=0.2361 ffe=10.00
seed 13 C_T1+SC1.25@10 relL2=0.7360 lpips=0.2998 ffe=10.00
seed 13 B1_T1@15 relL2=0.4979 lpips=0.1027 ffe=15.00
seed 13 C_p1.0_w0.25@15 relL2=0.3391 lpips=0.0524 ffe=15.00
seed 13 C_p1.0_w0.5@15 relL2=0.2688 lpips=0.0373 ffe=15.00
seed 13 C_p1.0_w0.75@15 relL2=0.2897 lpips=0.0436 ffe=15.00
seed 13 C_p1.25_w0.25@15 relL2=0.3187 lpips=0.0487 ffe=15.00
seed 13 C_p1.25_w0.5@15 relL2=0.2358 lpips=0.0336 ffe=15.00
seed 13 C_p1.25_w0.75@15 relL2=0.2637 lpips=0.0417 ffe=15.00
seed 13 C_T1+SC1.25@15 relL2=0.4430 lpips=0.0945 ffe=15.00
seed 13 B1_T1@20 relL2=0.2528 lpips=0.0358 ffe=20.00
seed 13 C_p1.0_w0.25@20 relL2=0.1309 lpips=0.0106 ffe=20.00
seed 13 C_p1.0_w0.5@20 relL2=0.1514 lpips=0.0114 ffe=20.00
seed 13 C_p1.0_w0.75@20 relL2=0.1556 lpips=0.0098 ffe=20.00
seed 13 C_p1.25_w0.25@20 relL2=0.1955 lpips=0.0192 ffe=20.00
seed 13 C_p1.25_w0.5@20 relL2=0.2049 lpips=0.0217 ffe=20.00
seed 13 C_p1.25_w0.75@20 relL2=0.2140 lpips=0.0254 ffe=20.00
seed 13 C_T1+SC1.25@20 relL2=0.2005 lpips=0.0217 ffe=20.00
seed 14 B1_T1@10 relL2=0.1754 lpips=0.0320 ffe=10.00
seed 14 C_p1.0_w0.25@10 relL2=0.1838 lpips=0.0334 ffe=10.00
seed 14 C_p1.0_w0.5@10 relL2=0.2008 lpips=0.0424 ffe=10.00
seed 14 C_p1.0_w0.75@10 relL2=0.2337 lpips=0.0718 ffe=10.00
seed 14 C_p1.25_w0.25@10 relL2=0.2503 lpips=0.0583 ffe=10.00
seed 14 C_p1.25_w0.5@10 relL2=0.2560 lpips=0.0658 ffe=10.00
seed 14 C_p1.25_w0.75@10 relL2=0.2685 lpips=0.0969 ffe=10.00
seed 14 C_T1+SC1.25@10 relL2=0.2548 lpips=0.0650 ffe=10.00
seed 14 B1_T1@15 relL2=0.1119 lpips=0.0149 ffe=15.00
seed 14 C_p1.0_w0.25@15 relL2=0.1006 lpips=0.0119 ffe=15.00
seed 14 C_p1.0_w0.5@15 relL2=0.0911 lpips=0.0109 ffe=15.00
seed 14 C_p1.0_w0.75@15 relL2=0.0893 lpips=0.0134 ffe=15.00
seed 14 C_p1.25_w0.25@15 relL2=0.0997 lpips=0.0107 ffe=15.00
seed 14 C_p1.25_w0.5@15 relL2=0.0795 lpips=0.0089 ffe=15.00
seed 14 C_p1.25_w0.75@15 relL2=0.0724 lpips=0.0109 ffe=15.00
seed 14 C_T1+SC1.25@15 relL2=0.1227 lpips=0.0166 ffe=15.00
seed 14 B1_T1@20 relL2=0.0543 lpips=0.0047 ffe=20.00
seed 14 C_p1.0_w0.25@20 relL2=0.0439 lpips=0.0032 ffe=20.00
seed 14 C_p1.0_w0.5@20 relL2=0.0352 lpips=0.0025 ffe=20.00
seed 14 C_p1.0_w0.75@20 relL2=0.0338 lpips=0.0033 ffe=20.00
seed 14 C_p1.25_w0.25@20 relL2=0.0497 lpips=0.0038 ffe=20.00
seed 14 C_p1.25_w0.5@20 relL2=0.0453 lpips=0.0039 ffe=20.00
seed 14 C_p1.25_w0.75@20 relL2=0.0450 lpips=0.0051 ffe=20.00
seed 14 C_T1+SC1.25@20 relL2=0.0604 lpips=0.0053 ffe=20.00
seed 15 B1_T1@10 relL2=0.2270 lpips=0.0468 ffe=10.00
seed 15 C_p1.0_w0.25@10 relL2=0.1196 lpips=0.0129 ffe=10.00
seed 15 C_p1.0_w0.5@10 relL2=0.1754 lpips=0.0221 ffe=10.00
seed 15 C_p1.0_w0.75@10 relL2=0.2778 lpips=0.0683 ffe=10.00
seed 15 C_p1.25_w0.25@10 relL2=0.1740 lpips=0.0204 ffe=10.00
seed 15 C_p1.25_w0.5@10 relL2=0.1995 lpips=0.0392 ffe=10.00
seed 15 C_p1.25_w0.75@10 relL2=0.2485 lpips=0.0908 ffe=10.00
seed 15 C_T1+SC1.25@10 relL2=0.1344 lpips=0.0189 ffe=10.00
seed 15 B1_T1@15 relL2=0.0620 lpips=0.0049 ffe=15.00
seed 15 C_p1.0_w0.25@15 relL2=0.1148 lpips=0.0091 ffe=15.00
seed 15 C_p1.0_w0.5@15 relL2=0.1757 lpips=0.0190 ffe=15.00
seed 15 C_p1.0_w0.75@15 relL2=0.2113 lpips=0.0306 ffe=15.00
seed 15 C_p1.25_w0.25@15 relL2=0.1182 lpips=0.0095 ffe=15.00
seed 15 C_p1.25_w0.5@15 relL2=0.1375 lpips=0.0130 ffe=15.00
seed 15 C_p1.25_w0.75@15 relL2=0.1558 lpips=0.0197 ffe=15.00
seed 15 C_T1+SC1.25@15 relL2=0.1145 lpips=0.0102 ffe=15.00
seed 15 B1_T1@20 relL2=0.0903 lpips=0.0079 ffe=20.00
seed 15 C_p1.0_w0.25@20 relL2=0.0907 lpips=0.0074 ffe=20.00
seed 15 C_p1.0_w0.5@20 relL2=0.0956 lpips=0.0082 ffe=20.00
seed 15 C_p1.0_w0.75@20 relL2=0.1024 lpips=0.0100 ffe=20.00
seed 15 C_p1.25_w0.25@20 relL2=0.1771 lpips=0.0183 ffe=20.00
seed 15 C_p1.25_w0.5@20 relL2=0.1547 lpips=0.0150 ffe=20.00
seed 15 C_p1.25_w0.75@20 relL2=0.1163 lpips=0.0118 ffe=20.00
seed 15 C_T1+SC1.25@20 relL2=0.1960 lpips=0.0223 ffe=20.00
